timestamp, power.draw [W], clocks.current.sm [MHz], utilization.gpu [%], memory.used [MiB]
2026/09/01 15:25:26.220, 119.92 W, 1980 MHz, 0 %, 118295 MiB
2026/09/01 15:25:31.221, 119.95 W, 1980 MHz, 0 %, 118295 MiB
2026/09/01 15:25:36.221, 119.93 W, 1980 MHz, 0 %, 118295 MiB
2026/09/01 15:25:41.222, 119.89 W, 1980 MHz, 0 %, 118295 MiB
2026/09/01 15:25:46.222, 119.91 W, 1980 MHz, 0 %, 118295 MiB
2026/09/01 15:25:51.222, 119.95 W, 1980 MHz, 0 %, 118295 MiB
2026/09/01 15:25:56.223, 119.89 W, 1980 MHz, 0 %, 118295 MiB
2026/09/01 15:26:01.223, 119.83 W, 1980 MHz, 0 %, 118295 MiB
2026/09/01 15:26:06.224, 119.79 W, 1980 MHz, 0 %, 118295 MiB
2026/09/01 15:26:11.224, 119.88 W, 1980 MHz, 0 %, 118295 MiB
2026/09/01 15:26:16.224, 119.95 W, 1980 MHz, 0 %, 118295 MiB
2026/09/01 15:26:21.225, 119.98 W, 1980 MHz, 0 %, 118295 MiB
2026/09/01 15:26:26.225, 120.04 W, 1980 MHz, 0 %, 118295 MiB
2026/09/01 15:26:31.226, 120.01 W, 1980 MHz, 0 %, 118295 MiB
2026/09/01 15:26:36.226, 120.03 W, 1980 MHz, 0 %, 118295 MiB
2026/09/01 15:26:41.226, 120.07 W, 1980 MHz, 0 %, 118295 MiB
2026/09/01 15:26:46.227, 120.04 W, 1980 MHz, 0 %, 118295 MiB
2026/09/01 15:26:51.227, 120.06 W, 1980 MHz, 0 %, 118295 MiB
2026/09/01 15:26:56.228, 120.05 W, 1980 MHz, 0 %, 118295 MiB
2026/09/01 15:27:01.228, 120.05 W, 1980 MHz, 0 %, 118295 MiB
2026/09/01 15:27:06.229, 120.01 W, 1980 MHz, 0 %, 118295 MiB
2026/09/01 15:27:11.229, 119.92 W, 1980 MHz, 0 %, 118295 MiB
2026/09/01 15:27:16.229, 119.90 W, 1980 MHz, 0 %, 118295 MiB
2026/09/01 15:27:21.230, 119.86 W, 1980 MHz, 0 %, 118295 MiB
2026/09/01 15:27:26.230, 119.87 W, 1980 MHz, 0 %, 118295 MiB
2026/09/01 15:27:31.231, 119.85 W, 1980 MHz, 0 %, 118295 MiB
2026/09/01 15:27:36.231, 119.90 W, 1980 MHz, 0 %, 118295 MiB
2026/09/01 15:27:41.232, 119.80 W, 1980 MHz, 0 %, 118295 MiB
2026/09/01 15:27:46.232, 119.80 W, 1980 MHz, 0 %, 118295 MiB
2026/09/01 15:27:51.233, 119.73 W, 1980 MHz, 0 %, 118295 MiB
2026/09/01 15:27:56.233, 119.76 W, 1980 MHz, 0 %, 118295 MiB
2026/09/01 15:28:01.233, 119.72 W, 1980 MHz, 0 %, 118295 MiB
2026/09/01 15:28:06.234, 119.78 W, 1980 MHz, 0 %, 118295 MiB
2026/09/01 15:28:11.234, 77.14 W, 345 MHz, 0 %, 0 MiB
2026/09/01 15:28:16.235, 76.49 W, 345 MHz, 0 %, 0 MiB
2026/09/01 15:28:21.235, 76.62 W, 345 MHz, 0 %, 0 MiB
2026/09/01 15:28:26.235, 76.58 W, 345 MHz, 0 %, 0 MiB
2026/09/01 15:28:31.236, 76.54 W, 345 MHz, 0 %, 0 MiB
2026/09/01 15:28:36.236, 76.54 W, 345 MHz, 0 %, 0 MiB
2026/09/01 15:28:41.236, 76.50 W, 345 MHz, 0 %, 0 MiB
2026/09/01 15:28:46.237, 76.49 W, 345 MHz, 0 %, 0 MiB
2026/09/01 15:28:51.237, 76.49 W, 345 MHz, 0 %, 0 MiB
2026/09/01 15:28:56.238, 76.44 W, 345 MHz, 0 %, 0 MiB
2026/09/01 15:29:01.238, 76.47 W, 345 MHz, 0 %, 0 MiB
2026/09/01 15:29:06.239, 76.41 W, 345 MHz, 0 %, 0 MiB
2026/09/01 15:29:11.239, 116.86 W, 1980 MHz, 12 %, 53245 MiB
2026/09/01 15:29:16.239, 116.81 W, 1980 MHz, 12 %, 53245 MiB
2026/09/01 15:29:21.240, 115.70 W, 1980 MHz, 0 %, 55733 MiB
2026/09/01 15:29:26.240, 115.68 W, 1980 MHz, 0 %, 55733 MiB
2026/09/01 15:29:31.241, 115.71 W, 1980 MHz, 0 %, 55733 MiB
2026/09/01 15:29:36.241, 115.71 W, 1980 MHz, 0 %, 55733 MiB
2026/09/01 15:29:41.242, 115.69 W, 1980 MHz, 0 %, 55733 MiB
2026/09/01 15:29:46.242, 116.23 W, 1980 MHz, 0 %, 58395 MiB
2026/09/01 15:29:51.242, 115.92 W, 1980 MHz, 0 %, 58395 MiB
2026/09/01 15:29:56.243, 116.03 W, 1980 MHz, 0 %, 63333 MiB
2026/09/01 15:30:01.243, 116.09 W, 1980 MHz, 0 %, 58007 MiB
2026/09/01 15:30:06.244, 116.87 W, 1980 MHz, 0 %, 58049 MiB
2026/09/01 15:30:11.525, 120.09 W, 1980 MHz, 5 %, 58081 MiB
2026/09/01 15:30:16.525, 115.89 W, 1980 MHz, 0 %, 58081 MiB
2026/09/01 15:30:21.526, 146.18 W, 1980 MHz, 8 %, 113689 MiB
2026/09/01 15:30:26.526, 116.22 W, 1980 MHz, 0 %, 113817 MiB
2026/09/01 15:30:31.527, 119.40 W, 1980 MHz, 0 %, 113987 MiB
2026/09/01 15:30:36.527, 118.55 W, 1980 MHz, 0 %, 114065 MiB
2026/09/01 15:30:41.527, 117.96 W, 1980 MHz, 0 %, 114149 MiB
2026/09/01 15:30:46.528, 115.97 W, 1980 MHz, 0 %, 114183 MiB
2026/09/01 15:30:51.528, 153.79 W, 1980 MHz, 14 %, 114295 MiB
2026/09/01 15:30:56.529, 132.87 W, 1980 MHz, 7 %, 114399 MiB
2026/09/01 15:31:01.529, 116.00 W, 1980 MHz, 0 %, 114425 MiB
2026/09/01 15:31:06.530, 115.91 W, 1980 MHz, 0 %, 114425 MiB
2026/09/01 15:31:11.530, 115.87 W, 1980 MHz, 0 %, 114447 MiB
2026/09/01 15:31:16.530, 116.49 W, 1980 MHz, 5 %, 114455 MiB
2026/09/01 15:31:21.531, 115.84 W, 1980 MHz, 0 %, 118613 MiB
2026/09/01 15:31:26.531, 130.78 W, 1980 MHz, 0 %, 118613 MiB
2026/09/01 15:31:31.532, 679.08 W, 1710 MHz, 100 %, 118613 MiB
2026/09/01 15:31:36.532, 315.39 W, 1830 MHz, 97 %, 118615 MiB
2026/09/01 15:31:41.533, 120.50 W, 1980 MHz, 0 %, 118615 MiB
2026/09/01 15:31:46.533, 696.33 W, 1800 MHz, 98 %, 118615 MiB
2026/09/01 15:31:51.533, 496.05 W, 1980 MHz, 100 %, 118615 MiB
2026/09/01 15:31:56.534, 123.34 W, 1980 MHz, 0 %, 0 MiB
2026/09/01 15:32:01.534, 77.22 W, 345 MHz, 0 %, 0 MiB
2026/09/01 15:32:06.535, 76.91 W, 345 MHz, 0 %, 0 MiB
2026/09/01 15:32:11.535, 76.67 W, 345 MHz, 0 %, 0 MiB
2026/09/01 15:32:16.535, 117.89 W, 1980 MHz, 12 %, 53245 MiB
2026/09/01 15:32:21.536, 117.80 W, 1980 MHz, 12 %, 53245 MiB
2026/09/01 15:32:26.536, 116.39 W, 1980 MHz, 0 %, 50537 MiB
2026/09/01 15:32:31.537, 116.11 W, 1980 MHz, 0 %, 50537 MiB
2026/09/01 15:32:36.537, 115.97 W, 1980 MHz, 0 %, 50537 MiB
2026/09/01 15:32:41.537, 115.97 W, 1980 MHz, 0 %, 50537 MiB
2026/09/01 15:32:46.538, 115.99 W, 1980 MHz, 0 %, 50537 MiB
2026/09/01 15:32:51.538, 116.42 W, 1980 MHz, 0 %, 53191 MiB
2026/09/01 15:32:56.539, 116.37 W, 1980 MHz, 0 %, 57909 MiB
2026/09/01 15:33:01.539, 123.84 W, 1980 MHz, 0 %, 52793 MiB
2026/09/01 15:33:06.540, 116.08 W, 1980 MHz, 0 %, 52793 MiB
2026/09/01 15:33:11.540, 116.11 W, 1980 MHz, 0 %, 52815 MiB
2026/09/01 15:33:16.540, 123.44 W, 1980 MHz, 0 %, 113701 MiB
2026/09/01 15:33:21.541, 122.82 W, 1980 MHz, 0 %, 113969 MiB
2026/09/01 15:33:26.541, 145.43 W, 1980 MHz, 11 %, 114093 MiB
2026/09/01 15:33:31.542, 116.12 W, 1980 MHz, 0 %, 114103 MiB
2026/09/01 15:33:36.542, 118.78 W, 1980 MHz, 0 %, 114107 MiB
2026/09/01 15:33:41.543, 116.16 W, 1980 MHz, 0 %, 114107 MiB
2026/09/01 15:33:46.543, 116.26 W, 1980 MHz, 0 %, 114115 MiB
2026/09/01 15:33:51.543, 696.06 W, 1695 MHz, 100 %, 118287 MiB
2026/09/01 15:33:56.544, 693.32 W, 1650 MHz, 100 %, 118287 MiB
2026/09/01 15:34:01.544, 692.54 W, 1650 MHz, 100 %, 118287 MiB
2026/09/01 15:34:06.545, 695.43 W, 1605 MHz, 100 %, 118287 MiB
2026/09/01 15:34:11.545, 693.20 W, 1665 MHz, 100 %, 118287 MiB
2026/09/01 15:34:16.545, 694.05 W, 1665 MHz, 100 %, 118287 MiB
2026/09/01 15:34:21.546, 694.19 W, 1710 MHz, 100 %, 118289 MiB
2026/09/01 15:34:26.546, 692.68 W, 1680 MHz, 100 %, 118289 MiB
2026/09/01 15:34:31.547, 690.67 W, 1725 MHz, 100 %, 118291 MiB
2026/09/01 15:34:36.547, 692.85 W, 1680 MHz, 100 %, 118291 MiB
2026/09/01 15:34:41.547, 687.96 W, 1650 MHz, 100 %, 118291 MiB
2026/09/01 15:34:46.548, 691.33 W, 1815 MHz, 100 %, 118291 MiB
2026/09/01 15:34:51.548, 693.23 W, 1680 MHz, 100 %, 118291 MiB
2026/09/01 15:34:56.549, 689.96 W, 1680 MHz, 100 %, 118291 MiB
2026/09/01 15:35:01.549, 691.78 W, 1755 MHz, 100 %, 118291 MiB
2026/09/01 15:35:06.550, 689.43 W, 1785 MHz, 100 %, 118291 MiB
2026/09/01 15:35:11.550, 694.71 W, 1710 MHz, 100 %, 118291 MiB
2026/09/01 15:35:16.551, 695.84 W, 1770 MHz, 100 %, 118291 MiB
2026/09/01 15:35:21.551, 692.24 W, 1800 MHz, 100 %, 118291 MiB
2026/09/01 15:35:26.552, 690.69 W, 1800 MHz, 100 %, 118291 MiB
2026/09/01 15:35:31.552, 696.27 W, 1830 MHz, 100 %, 118291 MiB
2026/09/01 15:35:36.552, 691.93 W, 1800 MHz, 100 %, 118291 MiB
2026/09/01 15:35:41.553, 694.11 W, 1725 MHz, 100 %, 118291 MiB
2026/09/01 15:35:46.553, 78.54 W, 345 MHz, 0 %, 0 MiB
2026/09/01 15:35:51.554, 77.69 W, 345 MHz, 0 %, 0 MiB
2026/09/01 15:35:56.554, 77.07 W, 345 MHz, 0 %, 0 MiB
2026/09/01 15:36:01.554, 76.72 W, 345 MHz, 0 %, 0 MiB
2026/09/01 15:36:06.555, 76.66 W, 345 MHz, 0 %, 0 MiB
2026/09/01 15:36:11.555, 76.51 W, 345 MHz, 0 %, 0 MiB
2026/09/01 15:36:16.556, 76.31 W, 345 MHz, 0 %, 0 MiB
2026/09/01 15:36:21.556, 76.16 W, 345 MHz, 0 %, 0 MiB
2026/09/01 15:36:26.556, 76.18 W, 345 MHz, 0 %, 0 MiB
2026/09/01 15:36:31.557, 76.30 W, 345 MHz, 0 %, 0 MiB
2026/09/01 15:36:36.557, 76.24 W, 345 MHz, 0 %, 0 MiB
2026/09/01 15:36:41.558, 76.21 W, 345 MHz, 0 %, 0 MiB
2026/09/01 15:36:46.558, 76.16 W, 345 MHz, 0 %, 0 MiB
2026/09/01 15:36:51.559, 76.14 W, 345 MHz, 0 %, 0 MiB
2026/09/01 15:36:56.559, 75.84 W, 345 MHz, 0 %, 0 MiB
2026/09/01 15:37:01.559, 75.94 W, 345 MHz, 0 %, 0 MiB
2026/09/01 15:37:06.560, 76.10 W, 345 MHz, 0 %, 0 MiB
2026/09/01 15:37:11.560, 76.05 W, 345 MHz, 0 %, 0 MiB
2026/09/01 15:37:16.561, 76.02 W, 345 MHz, 0 %, 0 MiB
2026/09/01 15:37:21.561, 76.60 W, 840 MHz, 0 %, 4 MiB
2026/09/01 15:37:26.561, 115.62 W, 1980 MHz, 0 %, 527 MiB
2026/09/01 15:37:31.562, 117.36 W, 1980 MHz, 16 %, 27545 MiB
2026/09/01 15:37:36.562, 115.74 W, 1980 MHz, 0 %, 49925 MiB
2026/09/01 15:37:41.563, 115.71 W, 1980 MHz, 0 %, 49925 MiB
2026/09/01 15:37:46.563, 117.29 W, 1980 MHz, 15 %, 102593 MiB
2026/09/01 15:37:51.566, 117.30 W, 1980 MHz, 14 %, 102593 MiB
2026/09/01 15:37:56.566, 115.75 W, 1980 MHz, 0 %, 99885 MiB
2026/09/01 15:38:01.567, 115.82 W, 1980 MHz, 0 %, 99885 MiB
2026/09/01 15:38:06.567, 115.79 W, 1980 MHz, 0 %, 99885 MiB
2026/09/01 15:38:11.568, 115.67 W, 1980 MHz, 0 %, 99885 MiB
2026/09/01 15:38:16.568, 115.61 W, 1980 MHz, 0 %, 99907 MiB
2026/09/01 15:38:21.568, 115.83 W, 1980 MHz, 0 %, 100845 MiB
2026/09/01 15:38:26.569, 115.89 W, 1980 MHz, 0 %, 100553 MiB
2026/09/01 15:38:31.569, 115.93 W, 1980 MHz, 0 %, 100553 MiB
2026/09/01 15:38:36.570, 115.81 W, 1980 MHz, 0 %, 100553 MiB
2026/09/01 15:38:41.570, 115.81 W, 1980 MHz, 0 %, 100553 MiB
2026/09/01 15:38:46.571, 116.34 W, 1980 MHz, 0 %, 131107 MiB
2026/09/01 15:38:51.575, 115.82 W, 1980 MHz, 0 %, 131243 MiB
2026/09/01 15:38:56.576, 119.04 W, 1980 MHz, 0 %, 131247 MiB
2026/09/01 15:39:01.576, 120.96 W, 1980 MHz, 2 %, 100871 MiB
2026/09/01 15:39:06.576, 584.32 W, 1980 MHz, 100 %, 131471 MiB
2026/09/01 15:39:11.577, 596.83 W, 1980 MHz, 100 %, 131471 MiB
2026/09/01 15:39:16.577, 617.98 W, 1980 MHz, 100 %, 131471 MiB
2026/09/01 15:39:21.578, 608.67 W, 1980 MHz, 100 %, 131471 MiB
2026/09/01 15:39:26.578, 578.95 W, 1980 MHz, 100 %, 131471 MiB
2026/09/01 15:39:31.578, 570.23 W, 1980 MHz, 100 %, 131471 MiB
2026/09/01 15:39:36.579, 569.64 W, 1980 MHz, 100 %, 131471 MiB
2026/09/01 15:39:41.579, 569.95 W, 1980 MHz, 100 %, 131471 MiB
2026/09/01 15:39:46.580, 569.60 W, 1980 MHz, 100 %, 131471 MiB
2026/09/01 15:39:51.580, 567.48 W, 1980 MHz, 100 %, 131471 MiB
2026/09/01 15:39:56.580, 559.09 W, 1980 MHz, 100 %, 131471 MiB
2026/09/01 15:40:01.581, 563.99 W, 1980 MHz, 100 %, 131471 MiB
2026/09/01 15:40:06.581, 567.39 W, 1980 MHz, 100 %, 131471 MiB
2026/09/01 15:40:11.582, 121.76 W, 1980 MHz, 0 %, 130327 MiB
2026/09/01 15:40:16.582, 119.69 W, 1980 MHz, 0 %, 117543 MiB
2026/09/01 15:40:21.583, 119.04 W, 1980 MHz, 11 %, 103603 MiB
2026/09/01 15:40:26.588, 118.41 W, 1980 MHz, 1 %, 91061 MiB
2026/09/01 15:40:31.589, 680.38 W, 1935 MHz, 100 %, 60977 MiB
2026/09/01 15:40:36.589, 674.58 W, 1965 MHz, 100 %, 124995 MiB
2026/09/01 15:40:41.590, 678.86 W, 1950 MHz, 100 %, 124995 MiB
2026/09/01 15:40:46.590, 686.18 W, 1965 MHz, 100 %, 124995 MiB
2026/09/01 15:40:51.591, 122.64 W, 1980 MHz, 0 %, 142749 MiB
2026/09/01 15:40:56.591, 123.33 W, 1980 MHz, 0 %, 0 MiB
2026/09/01 15:41:03.427, 77.19 W, 345 MHz, 0 %, 0 MiB
2026/09/01 15:41:08.427, 76.95 W, 345 MHz, 0 %, 0 MiB
2026/09/01 15:41:13.427, 76.70 W, 345 MHz, 0 %, 0 MiB
2026/09/01 15:41:18.430, 76.56 W, 345 MHz, 0 %, 0 MiB
2026/09/01 15:41:23.430, 76.46 W, 345 MHz, 0 %, 0 MiB
2026/09/01 15:41:28.431, 76.39 W, 345 MHz, 0 %, 0 MiB
2026/09/01 15:41:33.433, 76.32 W, 345 MHz, 0 %, 0 MiB
2026/09/01 15:41:38.434, 76.72 W, 345 MHz, 0 %, 0 MiB
2026/09/01 15:41:43.434, 76.64 W, 345 MHz, 0 %, 0 MiB
2026/09/01 15:41:48.435, 76.61 W, 345 MHz, 0 %, 0 MiB
2026/09/01 15:41:53.435, 76.56 W, 345 MHz, 0 %, 0 MiB
2026/09/01 15:41:58.436, 76.53 W, 345 MHz, 0 %, 0 MiB
2026/09/01 15:42:03.437, 76.49 W, 345 MHz, 0 %, 0 MiB
2026/09/01 15:42:08.437, 76.46 W, 345 MHz, 0 %, 0 MiB
2026/09/01 15:42:13.438, 76.49 W, 345 MHz, 0 %, 0 MiB
2026/09/01 15:42:18.438, 76.42 W, 345 MHz, 0 %, 0 MiB
2026/09/01 15:42:23.439, 76.44 W, 345 MHz, 0 %, 0 MiB
2026/09/01 15:42:28.439, 76.42 W, 345 MHz, 0 %, 0 MiB
2026/09/01 15:42:33.440, 76.42 W, 345 MHz, 0 %, 0 MiB
2026/09/01 15:42:38.440, 76.40 W, 345 MHz, 0 %, 0 MiB
2026/09/01 15:42:43.441, 76.36 W, 345 MHz, 0 %, 0 MiB
